車牌,日期,路線,0:去|1:返,移動距離,開始時間,結束時間,行駛時間,點位數量
409-FK,20171030,0左,0,0.14,20171030125554,20171030125655,0.02,2
409-FK,20171030,0左,1,0.58,20171030125738,20171030125830,0.01,2
409-FK,20171030,11,0,23.38,20171030152353,20171030163946,1.26,76
409-FK,20171030,11,1,22.94,20171030165941,20171030181145,1.2,71
409-FK,20171030,11,0,19.81,20171030185543,20171030194546,0.83,51
409-FK,20171030,11,1,21.94,20171030201455,20171030211637,1.03,63
421-U9,20171017,紅13,0,10.96,20171017061045,20171017062945,0.32,12
421-U9,20171017,紅13,1,9.07,20171017064049,20171017065845,0.3,19
421-U9,20171017,紅13,0,12.13,20171017071047,20171017073053,0.34,21
421-U9,20171017,紅13,1,12.45,20171017073636,20171017080246,0.44,27
421-U9,20171017,紅13,0,11.9,20171017083646,20171017085757,0.35,22
421-U9,20171017,紅13,1,12.19,20171017090337,20171017092433,0.35,22
421-U9,20171017,紅13,0,12.23,20171017101045,20171017103148,0.35,22
421-U9,20171017,紅13,1,12.14,20171017103654,20171017105836,0.36,23
421-U9,20171017,紅13,0,12.46,20171017121044,20171017123036,0.33,19
421-U9,20171017,紅13,1,11.31,20171017123736,20171017125543,0.3,16
421-U9,20171017,紅13,0,11.39,20171017141141,20171017143039,0.32,18
421-U9,20171017,紅13,1,12.34,20171017143539,20171017145639,0.35,20
421-U9,20171017,紅13,0,11.72,20171017163640,20171017165652,0.34,20
421-U9,20171017,紅13,1,12.19,20171017170155,20171017172239,0.35,21
421-U9,20171017,紅13,0,9.59,20171017174059,20171017175842,0.3,17
421-U9,20171017,紅13,1,11.2,20171017181243,20171017182844,0.27,14
421-U9,20171017,紅13,0,11.8,20171017183644,20171017185640,0.33,19
421-U9,20171017,紅13,1,11.62,20171017190051,20171017191744,0.28,15
421-U9,20171018,紅10,0,22.74,20171018121052,20171018130540,0.91,56
421-U9,20171018,紅10,1,22.69,20171018140034,20171018145652,0.94,57
421-U9,20171018,紅10,0,22.96,20171018151053,20171018161045,1,61
421-U9,20171018,紅10,1,22.6,20171018171145,20171018182543,1.23,75
421-U9,20171018,紅13,0,12.22,20171018191043,20171018193040,0.33,21
421-U9,20171018,紅13,1,12.06,20171018193640,20171018195444,0.3,19
421-U9,20171018,紅13,0,11.27,20171018201234,20171018203034,0.3,19
421-U9,20171018,紅13,1,12.34,20171018203534,20171018205548,0.34,21
421-U9,20171018,紅13,0,12.08,20171018211048,20171018212937,0.31,20
421-U9,20171018,紅13,1,12.19,20171018213538,20171018215345,0.3,19
421-U9,20171018,紅13,0,11.93,20171018225053,20171018230639,0.26,17
421-U9,20171018,紅13,1,12.14,20171018231559,20171018233034,0.24,16
421-U9,20171019,紅10,0,22.11,20171019121041,20171019130215,0.86,53
421-U9,20171019,紅10,1,22.39,20171019140045,20171019145248,0.87,53
421-U9,20171019,紅10,0,22.43,20171019151138,20171019160239,0.85,52
421-U9,20171019,紅10,1,23.26,20171019171027,20171019182545,1.26,76
421-U9,20171019,紅13,0,11.68,20171019191047,20171019193036,0.33,13
421-U9,20171019,紅13,1,12.13,20171019193535,20171019195444,0.32,15
421-U9,20171019,紅13,0,11.97,20171019201042,20171019203239,0.37,19
421-U9,20171019,紅13,1,12.29,20171019203838,20171019205948,0.35,22
421-U9,20171019,紅13,0,12.04,20171019211047,20171019213038,0.33,21
421-U9,20171019,紅13,1,12.2,20171019213538,20171019215555,0.34,21
421-U9,20171019,紅13,0,12.09,20171019225042,20171019230646,0.27,17
421-U9,20171019,紅13,1,12.45,20171019231545,20171019233048,0.25,16
421-U9,20171020,紅10,0,22.68,20171020121042,20171020130651,0.94,57
421-U9,20171020,紅10,1,22.61,20171020140034,20171020145627,0.93,57
421-U9,20171020,紅10,0,22.61,20171020151046,20171020160811,0.96,59
421-U9,20171020,紅10,1,22.83,20171020171123,20171020183431,1.39,84
421-U9,20171020,紅13,0,12.5,20171020191051,20171020193151,0.35,22
421-U9,20171020,紅13,1,12.14,20171020193631,20171020195559,0.32,20
421-U9,20171020,紅13,0,12.07,20171020201042,20171020203050,0.34,21
421-U9,20171020,紅13,1,12.16,20171020203633,20171020205539,0.32,20
421-U9,20171020,紅13,0,12.14,20171020211041,20171020212936,0.32,20
421-U9,20171020,紅13,1,12.03,20171020213537,20171020215331,0.3,19
421-U9,20171020,紅13,0,12.21,20171020225033,20171020230745,0.29,18
421-U9,20171020,紅13,1,11.98,20171020231545,20171020233040,0.25,16
421-U9,20171021,紅10,0,23.27,20171021121133,20171021131042,0.99,59
421-U9,20171021,紅10,1,22.85,20171021140240,20171021150348,1.02,57
421-U9,20171021,紅10,0,21.43,20171021151148,20171021160737,0.93,37
421-U9,20171021,紅10,1,22.62,20171021171337,20171021182108,1.13,68
421-U9,20171021,紅13,0,12.09,20171021191136,20171021193033,0.32,20
421-U9,20171021,紅13,1,11.63,20171021193653,20171021195344,0.28,18
421-U9,20171021,紅13,0,12.17,20171021201248,20171021203244,0.33,21
421-U9,20171021,紅13,1,12.52,20171021203544,20171021205752,0.37,23
421-U9,20171021,紅13,0,12.56,20171021211250,20171021213247,0.33,21
421-U9,20171021,紅13,1,11.99,20171021213651,20171021215539,0.31,19
421-U9,20171021,紅13,0,11.74,20171021225039,20171021230635,0.27,17
421-U9,20171021,紅13,1,12.1,20171021231555,20171021232944,0.23,15
421-U9,20171022,紅12,0,13.16,20171022124852,20171022131038,0.36,23
421-U9,20171022,紅12,1,11.45,20171022131251,20171022133046,0.3,19
421-U9,20171022,紅2,1,20.5,20171022134646,20171022144834,1.03,60
421-U9,20171022,紅4,0,14.53,20171022154734,20171022164147,0.9,53
421-U9,20171022,紅4,1,14.64,20171022165839,20171022180042,1.03,63
421-U9,20171022,紅4,0,2.18,20171022181042,20171022182531,0.25,16
421-U9,20171022,紅1,0,16.17,20171022182749,20171022190945,0.7,42
421-U9,20171022,紅14,0,15.71,20171022193242,20171022201145,0.65,40
421-U9,20171022,紅14,1,15.77,20171022201452,20171022205140,0.61,38
421-U9,20171023,紅10,0,22.31,20171023121140,20171023130942,0.97,59
421-U9,20171023,紅10,1,22.67,20171023140731,20171023150639,0.99,59
421-U9,20171023,紅10,0,22.98,20171023151159,20171023161336,1.03,61
421-U9,20171023,紅10,1,22.85,20171023171125,20171023183055,1.33,80
421-U9,20171023,紅13,1,1.5,20171023191243,20171023191648,0.07,5
421-U9,20171023,紅13,0,9.96,20171023191748,20171023193248,0.25,16
421-U9,20171023,紅13,1,12.37,20171023193650,20171023195437,0.3,19
421-U9,20171023,紅13,0,11.82,20171023201057,20171023203046,0.33,20
421-U9,20171023,紅13,1,11.72,20171023203526,20171023205344,0.31,19
421-U9,20171023,紅13,0,11.72,20171023211035,20171023212742,0.29,18
421-U9,20171023,紅13,1,12.37,20171023213542,20171023215553,0.34,21
421-U9,20171023,紅13,0,12.25,20171023225153,20171023230843,0.28,18
421-U9,20171023,紅13,1,12.5,20171023231551,20171023233046,0.25,16
421-U9,20171024,紅13,0,12.31,20171024053040,20171024054640,0.27,17
421-U9,20171024,紅13,1,12.36,20171024055533,20171024061649,0.35,22
421-U9,20171024,紅幹線,1,21.82,20171024064143,20171024075344,1.2,73
421-U9,20171024,紅幹線,0,24.36,20171024123032,20171024134253,1.21,69
421-U9,20171024,紅幹線,1,23.89,20171024142633,20171024152937,1.05,62
421-U9,20171024,紅幹線,0,21.71,20171024164549,20171024181555,1.5,91
421-U9,20171024,紅幹線,1,21.9,20171024183044,20171024194136,1.18,71
421-U9,20171024,紅幹線,0,21.48,20171024210024,20171024220750,1.12,67
421-U9,20171025,紅10,0,22.68,20171025121051,20171025130533,0.91,56
421-U9,20171025,紅10,1,22.34,20171025140053,20171025150142,1.01,62
421-U9,20171025,紅10,0,22.14,20171025151142,20171025161542,1.07,63
421-U9,20171025,紅10,1,22.27,20171025171051,20171025182439,1.23,75
421-U9,20171025,紅13,0,12.47,20171025191042,20171025193238,0.37,23
421-U9,20171025,紅13,1,12.18,20171025193746,20171025195648,0.32,20
421-U9,20171025,紅13,0,11.95,20171025201128,20171025202956,0.31,19
421-U9,20171025,紅13,1,11.86,20171025203544,20171025205345,0.3,19
421-U9,20171025,紅13,0,12.19,20171025211045,20171025212743,0.28,18
421-U9,20171025,紅13,1,12.23,20171025213543,20171025215343,0.3,18
421-U9,20171025,紅13,0,11.96,20171025225043,20171025230641,0.27,17
421-U9,20171025,紅13,1,11.75,20171025231550,20171025232938,0.23,15
421-U9,20171026,紅10,0,22.56,20171026121048,20171026130052,0.83,51
421-U9,20171026,紅10,1,22.87,20171026140045,20171026145438,0.9,49
421-U9,20171026,紅10,0,22.44,20171026151146,20171026160344,0.87,50
421-U9,20171026,紅10,1,22.92,20171026171044,20171026182922,1.31,78
421-U9,20171026,紅13,0,12.12,20171026191050,20171026192918,0.31,20
421-U9,20171026,紅13,1,11.58,20171026193545,20171026195332,0.3,19
421-U9,20171026,紅13,0,12.14,20171026201132,20171026203030,0.32,20
421-U9,20171026,紅13,1,12.58,20171026203631,20171026205827,0.37,23
421-U9,20171026,紅13,0,12.23,20171026211042,20171026212825,0.3,19
421-U9,20171026,紅13,1,11.94,20171026213528,20171026215341,0.3,19
421-U9,20171026,紅13,0,11.21,20171026225141,20171026230641,0.25,16
421-U9,20171026,紅13,1,12.12,20171026231543,20171026232941,0.23,15
421-U9,20171028,紅13,0,11.69,20171028061136,20171028062938,0.3,19
421-U9,20171028,紅13,1,12.15,20171028063518,20171028065345,0.31,19
421-U9,20171028,紅13,0,12.2,20171028071046,20171028073045,0.33,21
421-U9,20171028,紅13,1,12.36,20171028073545,20171028075945,0.4,25
421-U9,20171028,紅13,0,12.4,20171028083625,20171028085848,0.37,23
421-U9,20171028,紅13,1,12.43,20171028090448,20171028092744,0.38,24
421-U9,20171028,紅13,0,12.3,20171028101046,20171028103334,0.38,23
421-U9,20171028,紅13,1,12.04,20171028104034,20171028110054,0.34,21
421-U9,20171028,紅13,0,12.11,20171028121138,20171028123348,0.37,23
421-U9,20171028,紅13,1,12.18,20171028123947,20171028130036,0.35,22
421-U9,20171028,紅13,0,12.13,20171028141056,20171028143034,0.33,21
421-U9,20171028,紅13,1,12.02,20171028143653,20171028145733,0.34,22
421-U9,20171028,紅13,0,12.09,20171028163633,20171028165742,0.35,22
421-U9,20171028,紅13,1,12.35,20171028170349,20171028172351,0.33,21
421-U9,20171028,紅13,0,11.9,20171028173142,20171028175249,0.35,22
421-U9,20171028,紅13,1,12.03,20171028181049,20171028182957,0.32,20
421-U9,20171028,紅13,0,12.3,20171028183558,20171028185806,0.37,23
421-U9,20171028,紅13,1,10.82,20171028190308,20171028192128,0.31,13
421-U9,20171029,紅3,1,33.8,20171029054552,20171029064946,1.07,65
421-U9,20171029,紅3,0,33.03,20171029071028,20171029082441,1.24,72
421-U9,20171029,紅3,1,33.49,20171029123642,20171029140327,1.45,77
421-U9,20171029,紅3,0,33.02,20171029142244,20171029154336,1.35,77
421-U9,20171029,紅1,1,18.23,20171029170147,20171029180425,1.04,64
421-U9,20171029,紅3,0,38.4,20171029190552,20171029204548,1.67,97
421-U9,20171029,紅14,0,14.94,20171029205551,20171029212922,0.56,35
421-U9,20171029,紅14,1,15.86,20171029213545,20171029220452,0.49,30
421-U9,20171030,紅幹線,1,21.25,20171030062058,20171030072442,1.06,47
421-U9,20171030,紅幹線,0,21.94,20171030074042,20171030084338,1.05,62
421-U9,20171030,紅幹線,1,21.86,20171030090148,20171030100748,1.1,67
421-U9,20171030,紅幹線,0,21.79,20171030121544,20171030131648,1.02,61
421-U9,20171030,紅幹線,1,20.99,20171030141648,20171030151928,1.04,64
421-U9,20171030,紅幹線,0,21.67,20171030154548,20171030165448,1.15,69
421-U9,20171030,紅10,0,22.99,20171030171036,20171030182250,1.2,73
421-U9,20171030,紅10,1,22.5,20171030183538,20171030194047,1.09,66
449-U9,20171017,紅幹線,1,21.55,20171017061035,20171017071545,1.09,48
449-U9,20171017,紅幹線,0,24.43,20171017093137,20171017103935,1.13,68
449-U9,20171017,紅幹線,1,24.31,20171017112544,20171017124535,1.33,75
449-U9,20171017,紅幹線,0,24.65,20171017133138,20171017145629,1.41,70
449-U9,20171017,紅幹線,1,24.67,20171017152506,20171017164140,1.28,66
449-U9,20171017,紅幹線,0,21.73,20171017171840,20171017184345,1.42,58
449-U9,20171023,藍幹線,0,34.7,20171023141856,20171023155945,1.68,84
449-U9,20171023,藍幹線,1,15.5,20171023160054,20171023165446,0.9,47
449-U9,20171024,綠幹線,0,34.09,20171024065859,20171024082025,1.36,59
449-U9,20171024,綠幹線,1,34.74,20171024084646,20171024095653,1.17,67
449-U9,20171024,綠幹線,0,35.35,20171024114149,20171024125748,1.27,76
449-U9,20171024,綠幹線,1,34.5,20171024141648,20171024152436,1.13,69
449-U9,20171024,綠幹線,0,34.1,20171024165144,20171024181649,1.42,71
449-U9,20171024,綠幹線,1,35.13,20171024184638,20171024195852,1.2,73
449-U9,20171025,紅幹線,0,22.03,20171025070057,20171025083531,1.58,90
449-U9,20171025,紅幹線,1,19.98,20171025084129,20171025101043,1.49,57
449-U9,20171025,紅幹線,0,24.94,20171025103343,20171025122240,1.82,108
449-U9,20171025,紅幹線,1,23.57,20171025122956,20171025135238,1.38,80
449-U9,20171025,紅幹線,0,24.41,20171025160047,20171025174235,1.7,97
449-U9,20171025,紅幹線,1,24.14,20171025175048,20171025200146,2.18,116
449-U9,20171026,綠17,0,17.99,20171026091243,20171026101633,1.06,65
449-U9,20171026,綠17,1,17.92,20171026104653,20171026115444,1.13,69
449-U9,20171026,藍幹線,0,25.86,20171026123152,20171026133453,1.05,64
449-U9,20171026,藍幹線,1,25.74,20171026140142,20171026150839,1.12,63
449-U9,20171026,藍幹線,0,25.22,20171026153439,20171026164618,1.19,49
449-U9,20171026,藍幹線,1,25.97,20171026171532,20171026185129,1.6,90
449-U9,20171026,藍幹線,0,26.3,20171026193123,20171026205140,1.34,80
449-U9,20171026,藍幹線,1,25.84,20171026213128,20171026223421,1.05,64
449-U9,20171027,綠17,0,17.55,20171027060047,20171027070131,1.01,57
449-U9,20171027,綠17,1,18.08,20171027071138,20171027082153,1.17,71
449-U9,20171027,藍幹線,0,25.63,20171027091653,20171027102532,1.14,67
449-U9,20171027,藍幹線,1,26.4,20171027104652,20171027120657,1.33,81
449-U9,20171027,綠17,0,19.13,20171027164155,20171027180050,1.32,80
449-U9,20171027,綠17,1,18.57,20171027180350,20171027191852,1.25,76
449-U9,20171027,綠17,0,17.7,20171027194152,20171027204839,1.11,66
449-U9,20171027,綠17,1,18.28,20171027210046,20171027220157,1.02,58
449-U9,20171030,紅10,1,22.73,20171030061149,20171030071140,1,61
449-U9,20171030,紅10,0,24.19,20171030072140,20171030083249,1.19,72
449-U9,20171030,紅10,1,24.13,20171030090138,20171030100136,1,61
449-U9,20171030,紅10,0,24.28,20171030102136,20171030112448,1.05,63
449-U9,20171030,紅10,1,23.55,20171030121337,20171030131536,1.03,62
449-U9,20171030,紅1,1,18.2,20171030150152,20171030155632,0.91,54
449-U9,20171030,紅10,1,24.4,20171030173615,20171030185638,1.34,81
449-U9,20171030,紅10,0,23.1,20171030190258,20171030195934,0.94,58
457-U9,20171017,藍11,0,11.59,20171017061041,20171017062743,0.28,10
457-U9,20171017,藍11,1,8.54,20171017064049,20171017065644,0.27,17
457-U9,20171018,藍11,0,7.52,20171018061340,20171018062639,0.22,11
457-U9,20171018,藍11,1,9.59,20171018063559,20171018065739,0.36,6
457-U9,20171019,藍11,0,11.93,20171019061139,20171019062740,0.27,17
457-U9,20171019,藍11,1,12.03,20171019063534,20171019065942,0.4,25
457-U9,20171020,藍11,0,11.78,20171020061043,20171020062743,0.28,18
457-U9,20171020,藍11,1,11.95,20171020063139,20171020065639,0.42,26
457-U9,20171021,藍11,0,11.06,20171021061059,20171021062637,0.26,17
457-U9,20171021,藍11,1,12.04,20171021063537,20171021065435,0.32,20
457-U9,20171022,藍11,0,11.18,20171022061239,20171022063242,0.33,21
457-U9,20171022,藍11,1,11.98,20171022063550,20171022065656,0.35,22
457-U9,20171023,藍11,0,11.24,20171023061152,20171023063048,0.32,20
457-U9,20171023,藍11,1,11.63,20171023063547,20171023065735,0.36,23
457-U9,20171024,藍11,0,11.48,20171024061147,20171024062742,0.27,17
457-U9,20171024,藍11,1,11.89,20171024063542,20171024065745,0.37,23
457-U9,20171025,藍11,0,11.98,20171025061046,20171025062745,0.28,18
457-U9,20171025,藍11,1,11.75,20171025063538,20171025065630,0.35,22
457-U9,20171026,藍11,0,11.26,20171026061154,20171026062854,0.28,18
457-U9,20171026,藍11,1,11.84,20171026063554,20171026065856,0.38,24
457-U9,20171027,藍11,0,10.14,20171027061036,20171027062554,0.26,11
457-U9,20171027,藍11,1,11.56,20171027063548,20171027065832,0.38,24
457-U9,20171028,藍11,0,11.92,20171028061037,20171028063148,0.35,22
457-U9,20171028,藍11,1,12.04,20171028063526,20171028065728,0.37,23
457-U9,20171029,藍11,0,11.63,20171029061048,20171029062942,0.32,20
457-U9,20171029,藍11,1,11.74,20171029063541,20171029065531,0.33,21
457-U9,20171030,藍11,0,11.98,20171030061244,20171030063139,0.32,20
457-U9,20171030,藍11,1,12.32,20171030063447,20171030070047,0.43,27
502-U9,20171017,黃12,0,0,20171017061052,20171017061052,0,1
502-U9,20171017,黃12,1,3.94,20171017062247,20171017062957,0.12,8
502-U9,20171017,黃12,0,9.8,20171017091647,20171017093754,0.35,21
502-U9,20171017,黃12,1,10.25,20171017094554,20171017100450,0.32,20
502-U9,20171017,黃11,0,18.23,20171017104146,20171017111940,0.63,34
502-U9,20171017,黃11,1,17.93,20171017112848,20171017120146,0.55,34
502-U9,20171017,黃11,0,12.45,20171017134046,20171017140216,0.36,20
502-U9,20171017,黃11,1,12.75,20171017141147,20171017142937,0.3,17
502-U9,20171017,黃12,0,10.36,20171017151537,20171017153535,0.33,21
502-U9,20171017,黃12,1,9.82,20171017154615,20171017160146,0.26,12
502-U9,20171017,黃11,0,14.71,20171017161835,20171017164750,0.49,29
502-U9,20171017,黃11,1,13.85,20171017165554,20171017172647,0.51,28
502-U9,20171017,黃12,0,4.5,20171017174144,20171017174945,0.13,9
502-U9,20171017,黃12,1,3.37,20171017175444,20171017175944,0.08,6
502-U9,20171017,黃11,0,12.85,20171017182138,20171017184437,0.38,21
502-U9,20171017,黃11,1,13.4,20171017185152,20171017191753,0.43,20
502-U9,20171018,黃12,0,4.53,20171018061446,20171018062141,0.12,7
502-U9,20171018,黃12,1,1.82,20171018062440,20171018062647,0.04,2
502-U9,20171018,黃12,0,7.94,20171018091900,20171018093641,0.29,4
502-U9,20171018,黃12,1,10.03,20171018094848,20171018100356,0.25,14
502-U9,20171018,黃11,0,18.01,20171018104152,20171018111656,0.58,36
502-U9,20171018,黃11,1,17.66,20171018112750,20171018120326,0.59,36
502-U9,20171018,黃11,0,13.84,20171018134146,20171018140454,0.39,24
502-U9,20171018,黃11,1,13.87,20171018141044,20171018143347,0.38,24
502-U9,20171018,黃12,0,10.26,20171018151547,20171018153547,0.33,21
502-U9,20171018,黃12,1,10.2,20171018154747,20171018160333,0.26,17
502-U9,20171018,黃11,0,14.67,20171018162044,20171018164944,0.48,30
502-U9,20171018,黃11,1,18.11,20171018165744,20171018173336,0.6,33
502-U9,20171018,黃12,0,4.23,20171018174043,20171018174848,0.13,9
502-U9,20171018,黃12,1,4.45,20171018175048,20171018175745,0.12,8
502-U9,20171018,黃11,0,13.74,20171018181728,20171018184038,0.39,24
502-U9,20171018,黃11,1,12.48,20171018185449,20171018191120,0.28,18
502-U9,20171019,黃12,0,4.18,20171019061340,20171019061940,0.1,7
502-U9,20171019,黃12,1,4.53,20171019062248,20171019063150,0.15,10
502-U9,20171019,黃12,0,9.95,20171019091737,20171019093548,0.3,19
502-U9,20171019,黃12,1,9.83,20171019094851,20171019100442,0.26,13
502-U9,20171019,黃11,0,18.55,20171019104251,20171019111751,0.58,36
502-U9,20171019,黃11,1,18.61,20171019112757,20171019120441,0.61,37
502-U9,20171019,黃11,0,13.77,20171019134145,20171019140348,0.37,23
502-U9,20171019,黃11,1,13.48,20171019141342,20171019143522,0.36,21
502-U9,20171019,黃12,0,10.4,20171019151642,20171019153533,0.31,20
502-U9,20171019,黃12,1,10.56,20171019154839,20171019160552,0.29,18
502-U9,20171019,黃11,0,14.55,20171019161941,20171019164744,0.47,29
502-U9,20171019,黃11,1,18.35,20171019165846,20171019173551,0.62,38
502-U9,20171019,黃12,0,4.46,20171019174136,20171019174957,0.14,9
502-U9,20171019,黃12,1,4.58,20171019175137,20171019175856,0.12,8
502-U9,20171019,黃11,0,13.78,20171019181936,20171019184248,0.39,24
502-U9,20171019,黃11,1,12.72,20171019185451,20171019191236,0.3,18
502-U9,20171020,黃12,0,4.31,20171020061340,20171020061952,0.1,7
502-U9,20171020,黃12,1,4.56,20171020062232,20171020062955,0.12,8
502-U9,20171020,黃12,0,10.23,20171020091549,20171020093549,0.33,21
502-U9,20171020,黃12,1,10.17,20171020094752,20171020100234,0.25,16
502-U9,20171020,黃11,0,18.86,20171020104150,20171020111749,0.6,37
502-U9,20171020,黃11,1,18.55,20171020112849,20171020120138,0.55,33
502-U9,20171020,黃11,0,13.75,20171020134141,20171020140441,0.38,23
